rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db
33,8.0,00:27:31,41298.0,19,14,B,2,防守回抽,,1.0,1.0,6,765.0,292.0,,5,806.0,520.0,,,,,8,655.0,300.0,8,746.0,556.0,0
33,9.0,00:27:32,41309.0,19,14,A,2,平球,,,1.0,5,806.0,520.0,,6,768.0,300.0,,,,,8,724.0,513.0,8,672.0,312.0,0
33,10.0,00:27:32,41322.0,19,14,B,2,擋小球,,1.0,1.0,6,768.0,300.0,,1,804.0,432.0,,,,,8,638.0,312.0,8,777.0,506.0,0
33,11.0,00:27:33,41340.0,19,14,A,2,推球,,,2.0,1,804.0,432.0,,9,547.0,264.0,,,,,5,777.0,460.0,8,652.0,312.0,0
33,12.0,00:27:35,41375.0,19,14,B,2,切球,,,1.0,9,547.0,264.0,,1,787.0,439.0,,,,,9,597.0,261.0,8,652.0,492.0,0
33,13.0,00:27:35,41397.0,19,14,A,2,挑球,,,2.0,1,787.0,439.0,,4,760.0,266.0,,,,,8,758.0,463.0,8,600.0,283.0,0
33,14.0,00:27:36,41424.0,19,14,B,2,殺球,1.0,,1.0,4,760.0,266.0,,6,434.0,520.0,,,,,9,720.0,266.0,8,720.0,501.0,0
33,15.0,00:27:37,41438.0,19,14,A,2,擋小球,,1.0,2.0,6,434.0,520.0,,1,460.0,350.0,,,,,8,583.0,549.0,8,724.0,276.0,0
33,16.0,00:27:38,41464.0,19,14,B,3,撲球,,,1.0,1,460.0,350.0,,13,868.0,676.0,出界,對手出界,A,,7,544.0,343.0,6,444.0,504.0,0
34,1.0,00:28:43,43080.0,20,14,A,1,發短球,,1.0,2.0,,,,,7,657.0,338.0,,,,,8,616.0,484.0,8,705.0,304.0,0
34,2.0,00:28:44,43101.0,20,14,B,2,推球,,1.0,2.0,7,657.0,338.0,,6,448.0,583.0,,,,,7,619.0,336.0,8,645.0,477.0,0
34,3.0,00:28:45,43125.0,20,14,A,2,殺球,1.0,,1.0,6,448.0,583.0,,8,564.0,297.0,,,,,8,564.0,568.0,8,583.0,304.0,0
34,4.0,00:28:45,43135.0,20,14,B,2,擋小球,,,2.0,8,564.0,297.0,,7,693.0,453.0,,,,,8,556.0,302.0,8,540.0,578.0,0
34,5.0,00:28:46,43159.0,20,14,A,2,放小球,,,2.0,7,693.0,453.0,,7,612.0,350.0,,,,,8,662.0,496.0,8,621.0,300.0,0
34,6.0,00:28:47,43175.0,20,14,B,2,推球,,,2.0,7,612.0,350.0,,5,832.0,573.0,,,,,7,604.0,343.0,8,655.0,482.0,0
34,7.0,00:28:48,43203.0,20,14,A,2,切球,,,1.0,5,832.0,573.0,,7,537.0,336.0,,,,,8,784.0,585.0,8,636.0,316.0,0
34,8.0,00:28:48,43221.0,20,14,B,2,推球,,,2.0,7,537.0,336.0,,5,840.0,590.0,,,,,8,576.0,331.0,8,705.0,554.0,0
34,9.0,00:28:49,43247.0,20,14,A,2,過度切球,,,1.0,5,840.0,590.0,,7,537.0,343.0,,,,,9,768.0,592.0,8,636.0,314.0,0
34,10.0,00:28:50,43266.0,20,14,B,2,推球,,,1.0,7,537.0,343.0,,8,758.0,511.0,,,,,8,580.0,321.0,8,708.0,564.0,0
34,11.0,00:28:51,43285.0,20,14,A,2,點扣,,,1.0,8,758.0,511.0,,8,604.0,314.0,,,,,8,648.0,499.0,8,592.0,321.0,0
34,12.0,00:28:51,43294.0,20,14,B,2,防守回抽,,,2.0,8,604.0,314.0,,8,669.0,496.0,,,,,8,612.0,316.0,8,763.0,540.0,0
34,13.0,00:28:52,43312.0,20,14,A,3,殺球,,,1.0,8,669.0,496.0,2.0,8,609.0,295.0,對手落地致勝,落地致勝,A,,8,679.0,525.0,8,612.0,314.0,0
35,1.0,00:29:43,44580.0,20,15,A,1,發短球,,1.0,2.0,,,,,5,504.0,333.0,,,,,8,652.0,463.0,8,588.0,295.0,0
35,2.0,00:29:44,44600.0,20,15,B,3,挑球,,1.0,2.0,5,504.0,333.0,,5,900.0,590.0,對手落地致勝,落地致勝,B,,8,537.0,328.0,8,628.0,482.0,0
36,1.0,00:30:06,45163.0,20,16,B,1,發短球,,1.0,2.0,,,,,7,597.0,441.0,,,,,8,640.0,321.0,8,559.0,523.0,0
36,2.0,00:30:07,45178.0,20,16,A,2,放小球,,,2.0,7,597.0,441.0,,7,592.0,355.0,,,,,8,564.0,470.0,8,602.0,314.0,0
36,3.0,00:30:07,45191.0,20,16,B,2,推球,,1.0,2.0,7,592.0,355.0,,6,487.0,530.0,,,,,8,573.0,331.0,8,616.0,480.0,0
36,4.0,00:30:08,45214.0,20,16,A,2,長球,1.0,,1.0,6,487.0,530.0,,9,717.0,266.0,,,,,8,578.0,506.0,8,576.0,328.0,0
36,5.0,00:30:09,45246.0,20,16,B,2,點扣,1.0,,1.0,9,717.0,266.0,,5,801.0,530.0,,,,,13,700.0,252.0,8,660.0,535.0,0
36,6.0,00:30:10,45258.0,20,16,A,2,擋小球,,,2.0,5,801.0,530.0,,2,758.0,338.0,,,,,8,722.0,535.0,8,703.0,276.0,0
36,7.0,00:30:11,45282.0,20,16,B,2,放小球,,1.0,1.0,2,758.0,338.0,,1,808.0,427.0,,,,,8,708.0,331.0,8,753.0,528.0,0
36,8.0,00:30:12,45308.0,20,16,A,2,挑球,,,2.0,1,808.0,427.0,,9,556.0,266.0,,,,,1,796.0,453.0,8,686.0,316.0,0
36,9.0,00:30:13,45343.0,20,16,B,2,切球,,,1.0,9,556.0,266.0,,1,794.0,448.0,,,,,9,614.0,264.0,8,669.0,499.0,0
36,10.0,00:30:14,45367.0,20,16,A,2,放小球,,,2.0,1,794.0,448.0,,2,780.0,348.0,,,,,5,772.0,468.0,9,573.0,264.0,0
36,11.0,00:30:15,45390.0,20,16,B,2,推球,,1.0,2.0,2,780.0,348.0,,6,420.0,564.0,,,,,7,736.0,338.0,8,724.0,482.0,0
36,12.0,00:30:16,45418.0,20,16,A,2,後場抽平球,,1.0,1.0,6,420.0,564.0,,5,513.0,300.0,,,,,8,482.0,576.0,8,643.0,309.0,0
36,13.0,00:30:17,45432.0,20,16,B,2,後場抽平球,,,1.0,5,513.0,300.0,,8,744.0,528.0,,,,,8,542.0,292.0,8,559.0,537.0,0
36,14.0,00:30:17,45444.0,20,16,A,2,後場抽平球,,,2.0,8,744.0,528.0,,6,736.0,290.0,,,,,8,636.0,542.0,8,561.0,302.0,0
36,15.0,00:30:18,45461.0,20,16,B,2,點扣,1.0,,1.0,6,736.0,290.0,,8,578.0,516.0,,,,,8,672.0,292.0,8,705.0,535.0,0
36,16.0,00:30:18,45471.0,20,16,A,2,擋小球,,1.0,2.0,8,578.0,516.0,,1,506.0,338.0,,,,,8,736.0,547.0,8,676.0,300.0,0
36,17.0,00:30:19,45493.0,20,16,B,2,推球,,,2.0,1,506.0,338.0,,6,427.0,583.0,,,,,8,576.0,328.0,8,648.0,504.0,0
36,18.0,00:30:20,45520.0,20,16,A,3,點扣,1.0,,1.0,6,427.0,583.0,2.0,15,456.0,295.0,出界,對手出界,B,,8,523.0,564.0,8,564.0,321.0,0
37,1.0,00:30:51,46279.0,20,17,B,1,發短球,,1.0,2.0,,,,,7,669.0,439.0,,,,,8,624.0,319.0,8,710.0,525.0,0
37,2.0,00:30:52,46316.0,20,17,A,2,放小球,,1.0,2.0,7,669.0,439.0,,2,768.0,345.0,,,,,8,717.0,468.0,8,624.0,314.0,0
37,3.0,00:30:53,46335.0,20,17,B,2,勾球,,1.0,2.0,2,768.0,345.0,,2,460.0,420.0,,,,,7,724.0,336.0,8,679.0,470.0,0
37,4.0,00:30:54,46361.0,20,17,A,2,放小球,,1.0,2.0,2,460.0,420.0,,1,468.0,362.0,,,,,2,501.0,441.0,8,619.0,331.0,0
37,5.0,00:30:55,46379.0,20,17,B,2,勾球,,,2.0,1,468.0,362.0,,1,787.0,410.0,,,,,1,487.0,357.0,7,535.0,434.0,0
37,6.0,00:30:55,46398.0,20,17,A,2,放小球,,,2.0,1,787.0,410.0,,2,806.0,357.0,,,,,7,732.0,417.0,7,554.0,345.0,0
37,7.0,00:30:56,46419.0,20,17,B,2,挑球,,1.0,2.0,2,806.0,357.0,,9,628.0,619.0,,,,,7,734.0,352.0,7,741.0,451.0,0
37,8.0,00:30:58,46463.0,20,17,A,2,點扣,1.0,,1.0,9,628.0,619.0,,8,734.0,297.0,,,,,9,628.0,609.0,8,607.0,304.0,0
37,9.0,00:30:59,46478.0,20,17,B,2,擋小球,,1.0,2.0,8,734.0,297.0,,1,816.0,448.0,,,,,8,602.0,297.0,8,619.0,585.0,0
37,10.0,00:31:00,46503.0,20,17,A,2,放小球,,,2.0,1,816.0,448.0,,2,772.0,348.0,,,,,8,746.0,480.0,8,679.0,307.0,0
37,11.0,00:31:00,46520.0,20,17,B,2,勾球,,1.0,2.0,2,772.0,348.0,,2,506.0,434.0,,,,,7,736.0,343.0,8,696.0,470.0,0
37,12.0,00:31:01,46542.0,20,17,A,2,推球,,1.0,2.0,2,506.0,434.0,,9,710.0,264.0,,,,,7,566.0,441.0,8,676.0,314.0,0
37,13.0,00:31:02,46571.0,20,17,B,2,殺球,1.0,,1.0,9,710.0,264.0,,6,408.0,511.0,,,,,9,679.0,259.0,8,681.0,511.0,0
37,14.0,00:31:03,46586.0,20,17,A,2,擋小球,,1.0,2.0,6,408.0,511.0,,1,480.0,352.0,,,,,8,660.0,528.0,9,684.0,268.0,0
37,15.0,00:31:04,46613.0,20,17,B,2,放小球,,,2.0,1,480.0,352.0,,2,458.0,412.0,,,,,7,532.0,336.0,8,496.0,494.0,0
37,16.0,00:31:05,46636.0,20,17,A,2,挑球,,1.0,2.0,2,458.0,412.0,,9,681.0,266.0,,,,,2,492.0,439.0,8,544.0,326.0,0
37,17.0,00:31:06,46670.0,20,17,B,2,長球,,1.0,1.0,9,681.0,266.0,,9,688.0,600.0,,,,,8,674.0,273.0,8,633.0,496.0,0
37,18.0,00:31:08,46700.0,20,17,A,2,切球,,,1.0,9,688.0,600.0,,2,770.0,343.0,,,,,8,696.0,561.0,8,602.0,295.0,0
37,19.0,00:31:08,46721.0,20,17,B,2,放小球,,1.0,2.0,2,770.0,343.0,,7,748.0,391.0,,,,,6,751.0,333.0,8,691.0,549.0,0
37,20.0,00:31:09,46747.0,20,17,A,3,挑球,,,2.0,7,748.0,391.0,2.0,13,552.0,252.0,出界,對手出界,B,,7,729.0,439.0,8,696.0,316.0,0
38,1.0,00:31:43,47588.0,21,17,B,1,發短球,,1.0,2.0,,,,,7,552.0,434.0,,,,,8,638.0,324.0,8,556.0,516.0,0
38,2.0,00:31:44,47611.0,21,17,A,2,放小球,,1.0,2.0,7,552.0,434.0,,7,607.0,350.0,,,,,8,600.0,468.0,8,628.0,316.0,0
38,3.0,00:31:45,47628.0,21,17,B,2,放小球,,,2.0,7,607.0,350.0,,7,616.0,412.0,,,,,8,631.0,331.0,8,619.0,465.0,0
38,4.0,00:31:45,47646.0,21,17,A,2,挑球,,1.0,2.0,7,616.0,412.0,,9,592.0,264.0,,,,,7,652.0,424.0,8,633.0,331.0,0
38,5.0,00:31:47,47683.0,21,17,B,2,殺球,,,1.0,9,592.0,264.0,,8,530.0,511.0,,,,,9,609.0,256.0,8,652.0,499.0,0
38,6.0,00:31:47,47693.0,21,17,A,2,擋小球,,1.0,2.0,8,530.0,511.0,,1,516.0,338.0,,,,,8,688.0,540.0,9,568.0,266.0,0
38,7.0,00:31:48,47715.0,21,17,B,2,放小球,,,2.0,1,516.0,338.0,,7,592.0,427.0,,,,,8,559.0,316.0,8,609.0,496.0,0
38,8.0,00:31:49,47736.0,21,17,A,2,推球,,1.0,2.0,7,592.0,427.0,,9,698.0,271.0,,,,,7,628.0,456.0,8,602.0,316.0,0
38,9.0,00:31:50,47764.0,21,17,B,2,切球,1.0,,1.0,9,698.0,271.0,,1,780.0,446.0,,,,,8,691.0,273.0,8,684.0,513.0,0
38,10.0,00:31:51,47788.0,21,17,A,2,放小球,,,2.0,1,780.0,446.0,,7,676.0,340.0,,,,,8,751.0,468.0,8,679.0,285.0,0
38,11.0,00:31:52,47805.0,21,17,B,2,推球,,1.0,2.0,7,676.0,340.0,,6,434.0,590.0,,,,,7,657.0,338.0,8,703.0,475.0,0
38,12.0,00:31:53,47835.0,21,17,A,2,點扣,1.0,,1.0,6,434.0,590.0,,8,703.0,295.0,,,,,8,588.0,583.0,8,595.0,292.0,0
38,13.0,00:31:54,47850.0,21,17,B,2,擋小球,,1.0,1.0,8,703.0,295.0,,1,804.0,417.0,,,,,8,576.0,295.0,8,556.0,580.0,0
38,14.0,00:31:55,47876.0,21,17,A,2,挑球,,,2.0,1,804.0,417.0,,9,552.0,266.0,,,,,7,760.0,448.0,8,684.0,321.0,0
38,15.0,00:31:56,47918.0,21,17,B,2,過度切球,,,2.0,9,552.0,266.0,,6,465.0,465.0,,,,,9,600.0,261.0,8,612.0,480.0,0
38,16.0,00:31:57,47934.0,21,17,A,2,放小球,,1.0,1.0,6,465.0,465.0,,1,472.0,352.0,,,,,8,576.0,475.0,9,628.0,264.0,0
38,17.0,00:31:58,47958.0,21,17,B,3,放小球,,,2.0,1,472.0,352.0,,16,400.0,434.0,出界,對手出界,A,,5,516.0,328.0,8,573.0,489.0,0
